public_metrics,verified,id,username,entities,name,created_at,description
"{'followers_count': 16641, 'following_count': 1170, 'tweet_count': 64026, 'listed_count': 153}",False,810555350944464896,realsci_DE,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eC25eZkKlv', 'expanded_url': 'http://realscientistsde.blogspot.com/', 'display_url': 'realscientistsde.blogspot.com'}]}, 'description': {'mentions': [{'start': 21, 'end': 36, 'username': 'RealScientists'}, {'start': 144, 'end': 153, 'username': 'msiemund'}]}}",Melanie @ Real Scientists DE,2016-12-18T18:40:29.000Z,"Das deutschsprachige @RealScientists. Echte Wissenschaft von echten ForscherInnen, AutorInnen, KommunikatorInnen, KünstlerInnen... Diese Woche: @msiemund"
"{'followers_count': 957, 'following_count': 118, 'tweet_count': 293, 'listed_count': 36}",False,911193053641273344,openmethods_dh,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/p560x8cAqN', 'expanded_url': 'https://openmethods.dariah.eu/', 'display_url': 'openmethods.dariah.eu'}]}}",OpenMethods,2017-09-22T11:38:47.000Z,"OpenMethods Metablog, Humanities at Scale, a DARIAH EU project funded by Horizon2020"
"{'followers_count': 1670, 'following_count': 965, 'tweet_count': 8608, 'listed_count': 79}",False,1421172834,UWuttke,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/Tt0bEFywmA', 'expanded_url': 'http://ulrikewuttke.wordpress.com/', 'display_url': 'ulrikewuttke.wordpress.com'}]}}",Ulrike Wuttke,2013-05-11T17:31:09.000Z,"Interim Professor at University of Applied Sciences Potsdam |
Digital Humanities | Open Science | Library and Information Science | Research Data Management"
"{'followers_count': 2158, 'following_count': 1705, 'tweet_count': 9376, 'listed_count': 90}",False,391926702,RappAndrea,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5bIfd8QF7i', 'expanded_url': 'https://www.linglit.tu-darmstadt.de/institutlinglit/mitarbeitende/andrearapp/index.de.jsp', 'display_url': 'linglit.tu-darmstadt.de/institutlingli…'}]}, 'description': {'mentions': [{'start': 58, 'end': 70, 'username': 'TUDarmstadt'}]}}",Andrea Rapp,2011-10-16T09:24:18.000Z,Professor of Computational Philology and Medieval Studies @TUDarmstadt
"{'followers_count': 1076, 'following_count': 1928, 'tweet_count': 18497, 'listed_count': 84}",False,61145089,msiemund,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/a3xTBYXvYu', 'expanded_url': 'http://linguence.de', 'display_url': 'linguence.de'}]}, 'description': {'hashtags': [{'start': 0, 'end': 3, 'tag': 'DH'}, {'start': 5, 'end': 9, 'tag': 'LIS'}, {'start': 11, 'end': 22, 'tag': 'Linguistik'}, {'start': 23, 'end': 36, 'tag': 'Liebesbriefe'}], 'mentions': [{'start': 49, 'end': 56, 'username': 'ULB_DA'}, {'start': 57, 'end': 70, 'username': 'LBriefarchiv'}, {'start': 86, 'end': 94, 'username': 'DHd2022'}, {'start': 106, 'end': 113, 'username': 'IBI_HU'}, {'start': 121, 'end': 131, 'username': 'InFoDiTex'}, {'start': 140, 'end': 150, 'username': 'PHintheDH'}]}}",Melanie Seltmann,2009-07-29T08:03:30.000Z,"#DH, #LIS, #Linguistik #Liebesbriefe & mehr | MA @ULB_DA @LBriefarchiv | Wiss. Koord. @DHd2022 | 2Studium @IBI_HU | Team @InFoDiTex | Hrsg. @PHintheDH"
"{'followers_count': 768, 'following_count': 207, 'tweet_count': 847, 'listed_count': 11}",False,882997351522217985,ULB_DA,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GCkyuK8PIh', 'expanded_url': 'https://www.ulb.tu-darmstadt.de', 'display_url': 'ulb.tu-darmstadt.de'}]}, 'description': {'urls': [{'start': 81, 'end': 104, 'url': 'https://t.co/Kf7aSTvTxr', 'expanded_url': 'http://ulb.tu-darmstadt.de/impressum/inde', 'display_url': 'ulb.tu-darmstadt.de/impressum/inde'}]}}",ULB Darmstadt,2017-07-06T16:19:08.000Z,Offizieller Account der Universitäts- und Landesbibliothek Darmstadt. Impressum: https://t.co/Kf7aSTvTxr…
"{'followers_count': 814, 'following_count': 769, 'tweet_count': 4188, 'listed_count': 20}",False,1280957126031138816,BBF_DIPFBerlin,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jKCaWSKrdG', 'expanded_url': 'https://bbf.dipf.de', 'display_url': 'bbf.dipf.de'}]}, 'description': {'hashtags': [{'start': 22, 'end': 33, 'tag': 'Bibliothek'}, {'start': 34, 'end': 41, 'tag': 'Archiv'}, {'start': 42, 'end': 52, 'tag': 'Forschung'}, {'start': 80, 'end': 96, 'tag': 'ResearchLibrary'}, {'start': 127, 'end': 134, 'tag': 'histed'}, {'start': 135, 'end': 153, 'tag': 'DigitalHumanities'}], 'mentions': [{'start': 7, 'end': 20, 'username': 'dipf_aktuell'}]}}",BBF des DIPF,2020-07-08T20:11:04.000Z,"BBF im @dipf_aktuell: #Bibliothek #Archiv #Forschung zur Bildungsgeschichte +++ #ResearchLibrary for the History of Education 
#histed #DigitalHumanities"
"{'followers_count': 424, 'following_count': 462, 'tweet_count': 174342, 'listed_count': 18}",False,796300684769562624,chabis_ch,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gfveatQHMk', 'expanded_url': 'http://www.chabis.ch', 'display_url': 'chabis.ch'}]}, 'description': {'urls': [{'start': 8, 'end': 31, 'url': 'https://t.co/BzT3SMw9eC', 'expanded_url': 'http://patreon.com/chabis_ch', 'display_url': 'patreon.com/chabis_ch'}], 'hashtags': [{'start': 137, 'end': 145, 'tag': 'Science'}]}}",Peter Guhl (@bones0@chaos.social),2016-11-09T10:37:32.000Z,Creator https://t.co/BzT3SMw9eC BSc business informatics FHO (St. Gallen). 25 years in IT. Linux. Mastodon: bones0@chaos.social Retweets #Science stuff he/him
"{'followers_count': 798, 'following_count': 640, 'tweet_count': 2523, 'listed_count': 28}",False,3063951376,steyer_ti,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8enwD76w7p', 'expanded_url': 'http://timosteyer.de', 'display_url': 'timosteyer.de'}]}}",Timo Steyer,2015-02-26T13:30:23.000Z,"Informationskompetenz Universitätsbibliothek Braunschweig | Digital Humanities | Digitales Publizieren
⚽️🤹‍♂️💻📘
Privater Account"
"{'followers_count': 123, 'following_count': 109, 'tweet_count': 200, 'listed_count': 0}",False,1457295028519325697,herweg_nikola,,Nikola Herweg,2021-11-07T10:33:18.000Z,"Literaturwissenschaftlerin, Historikerin, schreibt über Exil, Gegenwartsliteratur, Felix Hartlaub, Ilse Aichinger etc. und gegen Faschismus. Foto: Jens Tremmel"
"{'followers_count': 1455, 'following_count': 2603, 'tweet_count': 6504, 'listed_count': 64}",False,191606021,kol_t,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vQPCDOlpy8', 'expanded_url': 'http://orcid.org/0000-0003-1904-1841', 'display_url': 'orcid.org/0000-0003-1904…'}]}, 'description': {'mentions': [{'start': 14, 'end': 25, 'username': 'digicademy'}, {'start': 26, 'end': 35, 'username': 'adwmainz'}, {'start': 71, 'end': 79, 'username': '_epidat'}]}}",Thomas Kollatz,2010-09-16T21:42:43.000Z,researcher at @digicademy @adwmainz |  Buber Korrespondenzen digital | @_epidat research platform for Jewish Epigraphy | Digital Humanities | Jewish Studies
"{'followers_count': 760, 'following_count': 1331, 'tweet_count': 4788, 'listed_count': 41}",False,964809955,nubuker,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fJbSxYZkHY', 'expanded_url': 'http://orcid.org/0000-0002-5070-4263', 'display_url': 'orcid.org/0000-0002-5070…'}]}}",Harald Lordick,2012-11-22T19:10:51.000Z,Researcher | Steinheim-Institut
"{'followers_count': 1792, 'following_count': 3024, 'tweet_count': 2509, 'listed_count': 29}",False,48298968,peertrilcke,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/POGDU0fnR2', 'expanded_url': 'http://www.uni-potsdam.de/lit-19-jhd/welcome.html', 'display_url': 'uni-potsdam.de/lit-19-jhd/wel…'}]}, 'description': {'mentions': [{'start': 8, 'end': 22, 'username': 'FontaneArchiv'}, {'start': 57, 'end': 68, 'username': 'unipotsdam'}, {'start': 82, 'end': 93, 'username': 'DH_Potsdam'}]}}",Peer Trilcke,2009-06-18T09:23:27.000Z,"Head of @FontaneArchiv, Prof in Modern German Literature @unipotsdam & Speaker of @DH_Potsdam. Digital & Computational Literary Studies, Cultural Heritage etc."
"{'followers_count': 730, 'following_count': 898, 'tweet_count': 304, 'listed_count': 4}",False,1331572835886788608,MmzPotsdam,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t8pRfjir1y', 'expanded_url': 'http://www.mmz-potsdam.de', 'display_url': 'mmz-potsdam.de'}]}, 'description': {'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/t8pRfjir1y', 'expanded_url': 'http://www.mmz-potsdam.de', 'display_url': 'mmz-potsdam.de'}], 'mentions': [{'start': 108, 'end': 124, 'username': 'JuedischKompakt'}, {'start': 127, 'end': 138, 'username': 'JGO_Portal'}]}}",MMZ Potsdam,2020-11-25T12:18:07.000Z,"Moses Mendelssohn Zentrum für europäisch-jüdische Studien an der Uni Potsdam, https://t.co/t8pRfjir1y, auch👉@JuedischKompakt & @JGO_Portal, moses@mmz.uni-potsdam.de"
"{'followers_count': 227, 'following_count': 529, 'tweet_count': 42729, 'listed_count': 11}",False,147279468,dauerverwirrt,,Luke,2010-05-23T18:05:57.000Z,"Queer nerd, passionate about language(s) and data. ⚡🧑‍💻 | Green left. 🌻 | Discord & Twitch mod 🍎 | DE/EN"
"{'followers_count': 1751, 'following_count': 1521, 'tweet_count': 349, 'listed_count': 18}",False,724702270890323968,dhd2022,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/U0wib3uUpi', 'expanded_url': 'https://www.dhd2022.de', 'display_url': 'dhd2022.de'}]}, 'description': {'mentions': [{'start': 76, 'end': 84, 'username': 'DHDInfo'}, {'start': 103, 'end': 114, 'username': 'unipotsdam'}, {'start': 119, 'end': 129, 'username': 'fhpotsdam'}, {'start': 134, 'end': 145, 'username': 'dh_potsdam'}]}}",DHd2022,2016-04-25T20:51:00.000Z,"8. Jahrestagung des Verbands »Digital Humanities im deutschsprachigen Raum« @DHDInfo, ausgerichtet von @unipotsdam und @fhpotsdam mit @dh_potsdam"
"{'followers_count': 722, 'following_count': 345, 'tweet_count': 4838, 'listed_count': 31}",False,402625250,dta_cthomas,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0G7q1d8eAV', 'expanded_url': 'http://www.bbaw.de/die-akademie/mitarbeiter/thomas', 'display_url': 'bbaw.de/die-akademie/m…'}]}, 'description': {'urls': [{'start': 96, 'end': 119, 'url': 'https://t.co/1fzXj19oq2', 'expanded_url': 'http://edition-humboldt.de', 'display_url': 'edition-humboldt.de'}, {'start': 140, 'end': 163, 'url': 'https://t.co/RPz6oR8u8H', 'expanded_url': 'http://goethe-biographica.de', 'display_url': 'goethe-biographica.de'}], 'hashtags': [{'start': 0, 'end': 18, 'tag': 'DigitalHumanities'}, {'start': 21, 'end': 46, 'tag': 'DigitalScholarlyEditions'}], 'mentions': [{'start': 85, 'end': 95, 'username': 'avhr_bbaw'}]}}",Christian Thomas,2011-11-01T10:42:17.000Z,"#DigitalHumanities & #DigitalScholarlyEditions of prints & mss., esp. A. v. Humboldt @avhr_bbaw https://t.co/1fzXj19oq2 and J. W. v. Goethe https://t.co/RPz6oR8u8H"
"{'followers_count': 272, 'following_count': 414, 'tweet_count': 3721, 'listed_count': 3}",False,1120556610,vivalben,"{'description': {'mentions': [{'start': 5, 'end': 21, 'username': 'MachtGeschichte'}, {'start': 22, 'end': 34, 'username': 'TUDarmstadt'}, {'start': 50, 'end': 60, 'username': 'uni_mainz'}, {'start': 77, 'end': 85, 'username': 'mpilhlt'}]}}",Benjamin Spendrin,2013-01-26T00:15:58.000Z,M.A. @MachtGeschichte @TUDarmstadt | B.A. History @uni_mainz | sci assistant @mpilhlt | he/him | 🇩🇪🇬🇧🇳🇱🇫🇷
"{'followers_count': 908, 'following_count': 788, 'tweet_count': 2454, 'listed_count': 10}",False,1063406634549067776,Dr_Frantastic,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/54vY8ommwt', 'expanded_url': 'https://franziska-naether.net', 'display_url': 'franziska-naether.net'}]}, 'description': {'mentions': [{'start': 47, 'end': 59, 'username': 'SAW_Leipzig'}, {'start': 61, 'end': 72, 'username': 'UniLeipzig'}, {'start': 78, 'end': 94, 'username': 'StellenboschUni'}, {'start': 117, 'end': 127, 'username': 'KASonline'}, {'start': 129, 'end': 143, 'username': 'BoschStiftung'}, {'start': 146, 'end': 159, 'username': 'VolkswagenSt'}]}}",Dr. Franziska Naether,2018-11-16T12:21:13.000Z,"Egyptologist, Museum curator, Digital Humanist @SAW_Leipzig,
@UniLeipzig and 
@StellenboschUni. Fellow and Alumni of @KASonline,
@BoschStiftung, 
@VolkswagenSt."
"{'followers_count': 3786, 'following_count': 766, 'tweet_count': 4918, 'listed_count': 87}",False,533163305,DHDInfo,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/4MJp2ABBvN', 'expanded_url': 'http://dig-hum.de', 'display_url': 'dig-hum.de'}]}, 'description': {'mentions': [{'start': 133, 'end': 146, 'username': 's_kronenwett'}]}}",DHd,2012-03-22T13:58:23.000Z,Digital Humanities im deutschsprachigen Raum e.V. (DHd)/ Association Digital Humanities in German Speaking Countries;  hier twittert @s_kronenwett (sk)
"{'followers_count': 560, 'following_count': 183, 'tweet_count': 3791, 'listed_count': 30}",False,1284392876,sabine_seifert,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qCMkg8F6Ok', 'expanded_url': 'http://www.fontanearchiv.de/sabine-seifert', 'display_url': 'fontanearchiv.de/sabine-seifert'}]}, 'description': {'urls': [{'start': 97, 'end': 120, 'url': 'https://t.co/iNi6uUCOAU', 'expanded_url': 'http://berliner-intellektuelle.eu', 'display_url': 'berliner-intellektuelle.eu'}, {'start': 122, 'end': 145, 'url': 'https://t.co/jUs1Zyaelo', 'expanded_url': 'http://fontanearchiv.de', 'display_url': 'fontanearchiv.de'}]}}",sabine seifert,2013-03-20T22:05:33.000Z,"literary studies. history of philology. digital humanities, digital editions. literary archives. https://t.co/iNi6uUCOAU. https://t.co/jUs1Zyaelo"
"{'followers_count': 2159, 'following_count': 2702, 'tweet_count': 119487, 'listed_count': 175}",False,14937469,v_i_o_l_a,"{'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'münster'}, {'start': 9, 'end': 13, 'tag': 'WWU'}, {'start': 14, 'end': 18, 'tag': 'ULB'}, {'start': 19, 'end': 27, 'tag': 'library'}, {'start': 28, 'end': 45, 'tag': 'subjectlibrarian'}, {'start': 46, 'end': 63, 'tag': 'liaisonlibrarian'}, {'start': 81, 'end': 93, 'tag': 'openscience'}, {'start': 94, 'end': 105, 'tag': 'humanities'}, {'start': 106, 'end': 118, 'tag': 'linguistics'}, {'start': 119, 'end': 125, 'tag': 'music'}, {'start': 126, 'end': 131, 'tag': 'cats'}, {'start': 132, 'end': 138, 'tag': 'sheep'}, {'start': 139, 'end': 149, 'tag': 'squirrels'}], 'mentions': [{'start': 64, 'end': 80, 'username': 'ULB_MS_FachInfo'}]}}",viola voß,2008-05-28T20:25:44.000Z,#münster #WWU #ULB #library #subjectlibrarian #liaisonlibrarian @ULB_MS_FachInfo #openscience #humanities #linguistics #music #cats #sheep #squirrels
"{'followers_count': 6432, 'following_count': 3254, 'tweet_count': 14413, 'listed_count': 163}",False,57030951,hudsonalpha,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/YSAOcyqpjP', 'expanded_url': 'http://www.hudsonalpha.org/', 'display_url': 'hudsonalpha.org'}]}}",HudsonAlpha,2009-07-15T14:29:49.000Z,"A nonprofit institute where scientists, educators, clinicians and entrepreneurs collaborate and apply genomics to improve the human condition around the globe."
"{'followers_count': 1044, 'following_count': 1820, 'tweet_count': 12182, 'listed_count': 95}",False,4162410142,anwagnerdreas,"{'description': {'mentions': [{'start': 19, 'end': 27, 'username': 'mpilhlt'}]}}",Andreas Wagner,2015-11-11T07:46:30.000Z,"Digital Humanities @mpilhlt. Also (Early Modern) Political Philosophy. Opinions are my own, retweets not always endorsements. (he/him)
orcid:0000-0003-1835-1653"
"{'followers_count': 2844, 'following_count': 2882, 'tweet_count': 6550, 'listed_count': 36}",False,2495031673,_lenaackermann,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AwezHEojk3', 'expanded_url': 'https://lenaackermann.wordpress.com/', 'display_url': 'lenaackermann.wordpress.com'}]}, 'description': {'mentions': [{'start': 21, 'end': 33, 'username': 'BRCnijmegen'}, {'start': 45, 'end': 59, 'username': 'uniGoettingen'}, {'start': 60, 'end': 72, 'username': 'Radboud_Uni'}, {'start': 94, 'end': 102, 'username': 'fem_abc'}]}}",Lena Ackermann,2014-05-14T21:23:16.000Z,Scicomm and outreach @BRCnijmegen | teaching @uniGoettingen @Radboud_Uni | feminist book club @fem_abc | lacrosse player and coach | she/her | 🏳️‍🌈
"{'followers_count': 2755, 'following_count': 1060, 'tweet_count': 31636, 'listed_count': 105}",False,1062831254,karolinedoering,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ynfxu8Mhdh', 'expanded_url': 'http://mittelalter.hypotheses.org', 'display_url': 'mittelalter.hypotheses.org'}]}, 'description': {'hashtags': [{'start': 54, 'end': 65, 'tag': 'Geschichte'}, {'start': 66, 'end': 84, 'tag': 'Projektmanagement'}, {'start': 85, 'end': 101, 'tag': 'Schreibberatung'}], 'mentions': [{'start': 5, 'end': 21, 'username': 'mittelalterblog'}, {'start': 23, 'end': 32, 'username': 'AMAD_org'}, {'start': 37, 'end': 52, 'username': 'OpenHistory_eV'}, {'start': 116, 'end': 126, 'username': 'lando_muc'}]}}",Karoline Döring,2013-01-05T11:51:37.000Z,"1 of @mittelalterblog, @AMAD_org and @OpenHistory_eV 
#Geschichte #Projektmanagement #Schreibberatung. 
Sonst immer @lando_muc"
"{'followers_count': 1617, 'following_count': 1064, 'tweet_count': 8486, 'listed_count': 80}",False,144832173,felwert,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gd0QoImdDw', 'expanded_url': 'https://ceres.rub.de/en/people/frederik-elwert/', 'display_url': 'ceres.rub.de/en/people/fred…'}]}, 'description': {'mentions': [{'start': 34, 'end': 44, 'username': 'CERES_RUB'}, {'start': 52, 'end': 65, 'username': 'DiGArtefacts'}]}}",Frederik Elwert,2010-05-17T12:23:42.000Z,Digital Humanities coordinator at @CERES_RUB. Co-PI @DiGArtefacts. And other things. he/him/they/them
"{'followers_count': 400, 'following_count': 871, 'tweet_count': 972, 'listed_count': 9}",False,1537347103,BeataMache,,Beata Mache,2013-06-21T20:54:43.000Z,Digitale Forschungsinfrastrukturen
"{'followers_count': 448, 'following_count': 1166, 'tweet_count': 6742, 'listed_count': 11}",False,4155225724,irene_barbers,"{'description': {'hashtags': [{'start': 101, 'end': 109, 'tag': 'nonazis'}, {'start': 110, 'end': 116, 'tag': 'noafd'}]}}",Irene Barbers,2015-11-10T08:25:53.000Z,"Librarian | Ex-Buchhändlerin | Dipl.-Bibl. |
Master in Library and Information Science |
she / her | #nonazis #noafd 💉 💉💉🌈"
"{'followers_count': 548, 'following_count': 1062, 'tweet_count': 1666, 'listed_count': 14}",False,869477414832934912,dinger_p,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MdAL8NJz7n', 'expanded_url': 'https://www.ulb.uni-muenster.de/~personal/dinger/', 'display_url': 'ulb.uni-muenster.de/~personal/ding…'}]}, 'description': {'hashtags': [{'start': 0, 'end': 18, 'tag': 'digitalhumanities'}, {'start': 19, 'end': 29, 'tag': 'europeana'}, {'start': 153, 'end': 157, 'tag': 'ULB'}], 'mentions': [{'start': 139, 'end': 152, 'username': 'WWU_Muenster'}]}}",Patrick Dinger,2017-05-30T08:55:44.000Z,#digitalhumanities #europeana | Collection Management | Historical Newspapers | Publikation | Historian and Information Scientist working  @WWU_Muenster #ULB
